NO_OF_FRAMES	1028
NO_OF_CAMERAS	12
NO_OF_MARKERS	4
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-04-11, 14:13:41.908	8519.26453246
DATA_INCLUDED	3D
MARKER_NAMES				
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured
Frame	Time	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
247	2.05000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
248	2.05833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
249	2.06667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
250	2.07500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
251	2.08333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
252	2.09167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
253	2.10000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
254	2.10833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
255	2.11667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
256	2.12500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
257	2.13333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
258	2.14167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
259	2.15000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
260	2.15833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
261	2.16667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
262	2.17500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
263	2.18333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
264	2.19167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
265	2.20000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
266	2.20833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
267	2.21667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
268	2.22500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
269	2.23333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
270	2.24167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
271	2.25000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
272	2.25833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
273	2.26667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
274	2.27500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
275	2.28333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
276	2.29167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
277	2.30000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
278	2.30833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
279	2.31667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
280	2.32500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
281	2.33333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
282	2.34167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
283	2.35000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
284	2.35833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
285	2.36667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
286	2.37500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
287	2.38333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
288	2.39167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
289	2.40000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
290	2.40833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
291	2.41667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
292	2.42500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
293	2.43333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
294	2.44167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
295	2.45000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
296	2.45833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
297	2.46667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
298	2.47500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
299	2.48333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
300	2.49167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
301	2.50000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
302	2.50833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
303	2.51667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
304	2.52500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
305	2.53333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
306	2.54167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
307	2.55000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
308	2.55833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
309	2.56667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
310	2.57500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
311	2.58333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
312	2.59167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
313	2.60000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
314	2.60833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
315	2.61667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
316	2.62500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
317	2.63333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
318	2.64167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
319	2.65000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
320	2.65833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
321	2.66667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
322	2.67500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
323	2.68333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
324	2.69167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
325	2.70000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
326	2.70833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
327	2.71667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
328	2.72500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
329	2.73333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
330	2.74167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
331	2.75000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
332	2.75833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
333	2.76667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
334	2.77500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
335	2.78333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
336	2.79167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
337	2.80000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
338	2.80833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
339	2.81667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
340	2.82500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
341	2.83333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
342	2.84167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
343	2.85000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
344	2.85833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
345	2.86667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
346	2.87500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
347	2.88333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
348	2.89167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
349	2.90000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
350	2.90833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
351	2.91667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
352	2.92500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
353	2.93333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
354	2.94167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
355	2.95000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
356	2.95833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
357	2.96667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
358	2.97500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
359	2.98333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
360	2.99167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
361	3.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
362	3.00833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
363	3.01667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
364	3.02500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
365	3.03333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
366	3.04167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
367	3.05000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
368	3.05833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
369	3.06667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
370	3.07500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
371	3.08333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
372	3.09167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
373	3.10000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
374	3.10833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
375	3.11667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
376	3.12500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
377	3.13333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
378	3.14167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
379	3.15000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
380	3.15833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
381	3.16667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
382	3.17500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
383	3.18333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
384	3.19167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
385	3.20000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
386	3.20833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
387	3.21667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
388	3.22500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
389	3.23333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
390	3.24167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
391	3.25000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
392	3.25833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
393	3.26667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
394	3.27500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
395	3.28333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
396	3.29167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
397	3.30000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
398	3.30833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
399	3.31667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
400	3.32500	320.574	-3252.540	390.401	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
401	3.33333	320.741	-3209.038	395.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
402	3.34167	320.005	-3163.245	399.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
403	3.35000	318.536	-3115.015	402.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
404	3.35833	317.326	-3064.205	405.374	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
405	3.36667	316.060	-3011.589	408.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
406	3.37500	314.607	-2957.182	411.598	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
407	3.38333	312.701	-2900.924	415.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
408	3.39167	310.819	-2843.218	420.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
409	3.40000	309.434	-2783.705	426.682	90.372	-3160.942	401.808	0.000	0.000	0.000	0.000	0.000	0.000
410	3.40833	308.113	-2722.531	433.879	88.782	-3099.173	409.598	0.000	0.000	0.000	0.000	0.000	0.000
411	3.41667	306.712	-2659.715	441.936	87.404	-3036.088	417.568	0.000	0.000	0.000	0.000	0.000	0.000
412	3.42500	307.439	-2593.820	449.079	86.067	-2971.305	425.587	0.000	0.000	0.000	0.000	0.000	0.000
413	3.43333	306.157	-2527.328	458.609	84.572	-2904.837	434.319	552.764	-3004.461	386.123	0.000	0.000	0.000
414	3.44167	304.963	-2459.138	468.613	83.207	-2836.327	443.652	551.949	-2935.799	396.220	0.000	0.000	0.000
415	3.45000	303.849	-2389.150	479.030	81.994	-2765.982	453.658	550.270	-2865.704	406.462	0.000	0.000	0.000
416	3.45833	302.773	-2317.177	489.521	80.625	-2693.741	464.172	548.841	-2793.805	416.373	0.000	0.000	0.000
417	3.46667	302.611	-2243.050	500.234	79.308	-2619.577	474.811	547.158	-2720.261	426.803	328.550	-3104.837	280.168
418	3.47500	301.231	-2167.252	511.036	78.181	-2543.517	485.424	545.615	-2644.766	437.768	327.506	-3028.438	289.746
419	3.48333	301.132	-2089.345	522.408	76.764	-2465.671	495.995	544.335	-2567.137	448.689	326.318	-2950.006	298.888
420	3.49167	299.407	-2010.329	534.111	78.239	-2383.775	504.399	542.453	-2487.877	459.803	325.076	-2869.715	308.072
421	3.50000	299.196	-1929.460	545.468	77.086	-2302.131	514.353	540.882	-2406.820	470.598	323.815	-2788.116	316.885
422	3.50833	297.446	-1847.098	557.239	75.378	-2219.499	524.587	539.402	-2324.511	481.030	322.230	-2704.999	326.276
423	3.51667	296.530	-1765.547	568.963	71.496	-2135.762	536.419	539.257	-2242.104	495.682	320.635	-2624.957	341.110
424	3.52500	295.989	-1683.759	580.478	66.756	-2052.767	553.177	540.543	-2160.536	513.259	316.633	-2547.263	367.258
425	3.53333	293.420	-1602.933	591.518	64.927	-1972.611	572.971	536.585	-2083.073	537.152	314.335	-2471.958	403.888
426	3.54167	293.843	-1525.373	601.187	65.945	-1894.579	593.286	533.434	-2006.641	559.802	313.793	-2397.190	440.183
427	3.55000	292.280	-1449.211	609.906	67.084	-1817.089	610.224	529.788	-1931.705	585.090	310.849	-2324.501	473.569
428	3.55833	290.462	-1373.307	617.432	63.671	-1738.394	622.342	529.777	-1856.573	605.541	308.170	-2252.014	501.863
429	3.56667	289.289	-1296.801	623.953	58.912	-1663.534	635.451	530.520	-1780.984	619.457	305.366	-2178.890	530.925
430	3.57500	288.551	-1219.461	628.675	56.996	-1586.431	649.448	528.817	-1704.678	633.466	301.704	-2104.129	561.381
431	3.58333	287.907	-1142.214	632.022	56.537	-1508.404	662.961	525.131	-1628.129	654.489	297.864	-2027.897	586.612
432	3.59167	287.415	-1064.953	634.226	56.051	-1429.569	674.735	521.347	-1549.475	673.158	296.442	-1951.945	605.407
433	3.60000	284.433	-988.607	635.349	52.735	-1351.855	685.434	517.784	-1472.714	684.238	292.143	-1876.682	619.010
434	3.60833	281.546	-909.236	634.007	50.042	-1275.508	695.692	516.298	-1396.706	694.167	289.683	-1801.301	631.401
435	3.61667	280.811	-837.580	637.306	47.699	-1199.263	703.484	513.379	-1321.927	704.521	287.351	-1725.958	645.763
436	3.62500	280.239	-762.779	638.371	45.970	-1122.661	708.620	510.717	-1246.876	711.808	284.900	-1650.818	659.854
437	3.63333	279.451	-688.321	639.673	44.496	-1046.340	711.331	508.557	-1171.186	715.997	282.494	-1575.963	670.827
438	3.64167	277.840	-613.815	641.161	42.731	-970.848	712.550	506.451	-1096.018	719.616	280.193	-1500.928	678.761
439	3.65000	276.428	-539.134	641.878	40.480	-895.510	712.125	504.903	-1022.095	722.574	277.948	-1425.703	685.446
440	3.65833	274.994	-460.157	639.200	38.107	-820.343	710.327	503.328	-947.663	723.432	275.664	-1350.442	691.823
441	3.66667	274.663	-389.756	641.018	34.460	-740.148	704.718	501.357	-872.105	724.367	272.123	-1275.434	696.600
442	3.67500	273.782	-315.438	638.515	33.030	-665.378	703.322	499.265	-796.968	726.808	269.231	-1200.705	698.399
443	3.68333	272.901	-241.116	635.047	32.661	-592.921	703.273	495.298	-716.618	724.302	266.874	-1126.297	697.055
444	3.69167	271.587	-166.781	630.644	31.763	-521.886	703.525	493.396	-641.919	724.250	265.327	-1051.942	694.314
445	3.70000	270.533	-92.577	625.555	30.394	-447.161	700.760	491.094	-567.485	723.646	263.954	-977.624	691.213
446	3.70833	269.549	-18.499	620.390	28.794	-372.583	696.924	492.192	-499.566	726.843	262.556	-903.520	687.992
447	3.71667	268.550	55.416	614.810	27.131	-298.093	691.768	490.878	-425.257	722.388	260.232	-826.008	682.017
448	3.72500	267.046	129.436	609.335	25.555	-223.782	685.600	486.473	-344.558	711.077	258.838	-751.680	677.324
449	3.73333	265.726	203.514	603.661	24.250	-149.839	678.868	488.130	-277.674	709.439	257.576	-677.314	672.189
450	3.74167	264.889	277.562	597.474	20.813	-69.169	666.602	483.354	-196.883	696.983	256.051	-603.393	666.848
451	3.75000	263.612	351.404	590.772	19.702	4.042	659.276	481.953	-123.294	688.795	254.421	-529.556	659.911
452	3.75833	262.584	424.536	583.676	18.235	77.448	651.030	485.239	-57.466	685.914	252.936	-455.816	651.389
453	3.76667	262.377	496.689	575.383	21.034	143.050	646.208	485.017	14.812	677.319	251.797	-386.720	644.829
454	3.77500	261.192	569.744	566.558	20.813	215.537	638.090	483.933	87.881	669.119	250.990	-313.683	634.938
455	3.78333	260.528	642.879	557.377	19.263	287.150	629.421	482.167	161.091	660.743	249.620	-240.562	624.442
456	3.79167	257.775	715.470	547.654	15.042	355.917	620.504	479.110	234.724	651.230	248.417	-167.842	613.575
457	3.80000	251.633	786.323	537.833	11.520	423.713	613.002	477.081	310.147	641.203	248.125	-97.139	602.164
458	3.80833	243.439	856.724	527.196	8.272	491.034	602.496	474.777	382.950	632.608	249.017	-26.715	590.864
459	3.81667	237.153	925.991	517.689	6.506	559.040	589.151	473.248	454.698	622.786	251.555	43.299	579.377
460	3.82500	229.841	996.964	509.654	4.741	630.909	576.381	472.791	525.809	610.942	255.868	112.400	567.381
461	3.83333	224.708	1066.298	500.608	5.251	700.582	562.969	473.412	596.362	600.114	260.698	181.814	554.611
462	3.84167	220.901	1135.763	490.476	4.842	768.108	551.384	474.328	666.944	588.772	265.748	251.684	541.205
463	3.85000	218.066	1204.994	479.443	4.941	832.589	540.781	476.030	737.696	575.925	270.658	321.609	527.551
464	3.85833	213.533	1273.788	467.885	3.695	898.792	529.204	476.954	808.669	564.179	276.404	390.757	514.314
465	3.86667	207.415	1342.148	456.537	2.873	964.172	517.355	475.258	881.840	554.138	281.855	460.792	501.281
466	3.87500	201.259	1410.228	445.239	1.838	1028.557	505.658	473.618	953.676	543.521	287.783	530.081	487.503
467	3.88333	195.031	1478.123	433.857	-0.977	1093.758	493.311	472.098	1025.050	531.064	293.669	598.975	473.938
468	3.89167	188.917	1545.573	421.833	-3.934	1164.869	480.476	469.861	1094.541	519.468	298.567	667.646	461.160
469	3.90000	183.968	1614.952	410.127	-7.656	1232.875	466.748	465.661	1162.526	508.893	301.975	736.887	449.336
470	3.90833	180.695	1684.110	398.086	-10.352	1300.508	453.067	463.651	1233.359	497.301	302.429	806.527	437.551
471	3.91667	175.767	1753.454	385.735	-12.523	1366.448	439.195	461.748	1305.226	484.989	301.046	876.192	425.490
472	3.92500	169.093	1822.416	373.159	-14.622	1431.898	425.630	459.934	1376.871	474.680	299.961	945.302	413.132
473	3.93333	162.940	1890.791	360.459	-17.031	1498.141	411.792	457.751	1448.556	464.085	299.700	1014.490	401.223
474	3.94167	157.780	1959.332	347.830	-19.966	1564.706	397.464	455.607	1519.273	452.374	299.701	1083.711	389.703
475	3.95000	152.820	2027.489	335.014	-23.001	1631.775	383.584	452.471	1589.465	441.123	299.759	1152.557	377.785
476	3.95833	147.301	2095.419	321.855	-25.934	1699.415	370.142	449.080	1658.721	429.977	299.897	1221.512	365.565
477	3.96667	141.930	2163.021	308.470	-29.046	1766.798	356.493	445.929	1727.070	418.142	299.752	1290.286	353.335
478	3.97500	136.588	2230.934	295.284	-32.469	1833.873	342.316	442.180	1796.805	407.220	298.950	1358.907	341.227
479	3.98333	131.343	2298.351	281.339	-36.192	1900.713	327.455	438.338	1866.706	396.520	297.592	1427.688	329.628
480	3.99167	125.573	2366.002	267.202	-40.330	1968.191	312.495	434.050	1936.255	385.283	296.244	1496.436	318.419
481	4.00000	119.954	2434.165	252.980	-44.655	2035.207	297.669	429.385	2005.016	373.762	294.940	1565.407	306.973
482	4.00833	114.832	2502.085	238.514	-49.155	2102.106	282.779	423.897	2074.363	362.910	292.890	1634.182	295.421
483	4.01667	109.223	2569.833	224.078	-53.599	2169.075	267.261	419.090	2143.211	351.510	290.342	1702.588	283.544
484	4.02500	103.450	2637.079	209.177	-58.126	2235.943	251.595	413.874	2211.876	340.206	287.298	1770.782	271.543
485	4.03333	97.467	2704.396	194.421	-62.820	2302.747	235.697	413.255	2275.768	324.998	283.974	1838.763	259.636
486	4.04167	91.731	2771.692	179.373	-67.864	2369.307	219.627	407.700	2344.240	313.118	280.843	1906.480	247.208
487	4.05000	85.939	2838.770	164.291	-72.908	2436.067	203.382	401.706	2412.928	301.347	277.237	1974.566	235.601
488	4.05833	79.940	2905.768	148.853	-77.842	2502.563	186.877	395.507	2481.706	289.941	273.161	2042.280	223.644
